nome,preco,unidade,unidade_original,taco_codigo,taco_nome,similaridade,calorias,carboidratos,proteinas,gorduras,gorduras_saturadas,gorduras_trans,fibra,sodio
Maminha bovina,46.0,KG,Kilo,367,"Carne, bovina, maminha, crua",0.4915,152.76586666666665,0.0,20.933333333333334,7.026666666666666,50.8,0,15.656666666666666,37.416666666666664
MANDIOQUINHA 150g,8.99,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
MANDIOCA,10.99,KG,Kilo,130,"Mandioca, crua",0.6576,151.4169565217391,36.16956521739131,1.1304347826086958,0.3,0.0,0,44.49666666666667,2.15
MANGA TOMY 567g,9.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
MANJERICÃO maço 50g,120.0,KG,Kilo,133,"Manjericão, cru",0.5805,21.14767681159422,3.6444927536231915,1.985507246376812,0.39333333333333337,0.0,0,57.81333333333333,3.8866666666666667
MANTEIGA AVIAÇÃO 200g,74.89999999999999,KG,Kilo,261,"Manteiga, com sal",0.5238,725.9689268459988,0.0632999925613329,0.4147000074386597,82.361,200.55,0,1.4673333333333334,578.6946666666668
MANTEIGA DE CÔCO COPRA 200ML,134.49999999999997,KG,Kilo,261,"Manteiga, com sal",0.4476,725.9689268459988,0.0632999925613329,0.4147000074386597,82.361,200.55,0,1.4673333333333334,578.6946666666668
MARACUJÁ azedo 433g,10.9,KG,Kilo,232,"Maracujá, cru",0.5128,68.43950869565214,12.264202898550717,1.9891304347826089,2.103333333333333,0.0,0,27.96666666666667,1.58
MASSA DE LASANHA INTEGRAL 200g,6.5,KG,Kilo,38,"Lasanha, massa fresca, crua",0.434,220.3056666666667,45.05833333333334,7.008333333333333,1.3376666666666666,0.0,0,12.591666666666667,666.7103333333333
MEL ABV 500g,65.99999999999999,KG,Kilo,507,"Mel, de abelha",0.5196,309.24266666666665,84.03333333333333,0.0,0.0,0.0,0,5.511333333333333,6.04
MELADO DE CANA 250g,62.0,KG,Kilo,508,Melado,0.6453,296.5064912319183,76.61666666666666,0.0,0.0,0.0,0,115.13666666666666,4.01
"MELANCIA 1,130kg",5.999999999999999,KG,Kilo,235,"Melancia, crua",0.6576,32.60662608695646,8.139275362318838,0.8840579710144928,0.0,0.0,0,9.63,0.0
MELÃO 1250kg,9.0,KG,Kilo,236,"Melão, cru",0.6471,29.369391304347808,7.525797101449274,0.6775362318840581,0.0,0.0,0,5.95,11.166666666666666
MEXERICA POKAN 268g,5.0,KG,Kilo,238,"Mexerica, Rio, crua",0.4798,36.871350000000064,9.337000000000014,0.65,0.12833333333333333,0.0,0,8.212,1.8239999999999998
"MILHO quero 1,700kg",33.9,KG,Kilo,43,"Milho, fubá, cru",0.445,353.482268115942,78.87289855072463,7.213768115942029,1.9033333333333333,0.0,0,41.23,0.0
MILHO VERDE ESPIGA 700g,12.799999999999999,KG,Kilo,44,"Milho, verde, cru",0.6136,138.166565,28.555749999999996,6.589583333333334,0.609,0.0,0,32.575,1.1156666666666666
MOLHO DE SOJA 200ml,70.0,KG,Kilo,272,"Óleo, de soja",0.5877,884.0,0.0,0.0,100.0,0.0,0,0.0,0.0
MOLHO DE SOJA FIT 160ml,159.0,KG,Kilo,272,"Óleo, de soja",0.4728,884.0,0.0,0.0,100.0,0.0,0,0.0,0.0
MOLHO DE TOMATE fugini,5.3,KG,Kilo,159,"Tomate, molho industrializado",0.4836,38.446549460490566,7.711666666666678,1.375,0.9033333333333333,0.0,0,16.789333333333335,418.2806666666667
MOLHO SHOYU DE CÔCO,115.6,KG,Kilo,518,Shoyu,0.4648,60.92774987538659,11.6475,3.3125,0.32666666666666666,0.0,0,23.627,5024.208333333333
"Molho Vegano Picante ( sem glútem, sem leite , sem lactose e Vegano)156g",32.12788221753309,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
MORANGO 250g,32.0,KG,Kilo,239,"Morango, cru",0.6611,30.147917391304354,6.818405797101459,0.8949275362318839,0.31,0.0,0,9.673333333333334,0.0
MOSTARDA QUERO 190g,27.9,KG,Kilo,135,"Mostarda, folha, crua",0.428,18.107389052172486,3.2365833333333267,2.110416666666667,0.16766666666666666,0.0,0,15.618333333333332,2.8793333333333337
MULUNGU,55.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
MÚSCULO,35.9,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
NOZ MOSCADA (EM GRÃO),24.95,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
NOZES QUARTILHO (QUEBRADINHA),45.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
OLEO DE COCO 200ml EXTRAVIRGEM COPRA,105.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
OLEO DE COCO copra 200ml,105.0,KG,Kilo,268,"Óleo, de canola",0.4327,884.0,0.0,0.0,100.0,0.0,0,0.0,0.0
OLEO DE GERGELIN 250ml,33.26,KG,Kilo,269,"Óleo, de girassol",0.4744,884.0,0.0,0.0,100.0,0.0,0,0.0,0.0
